code,name,description
PHYS_V 299,Co-operative Work Placement II,Approved and supervised technical work experience in an industrial research setting for a minimum of 3.5 months. Normally taken during the summer following the second year. Technical report required. Restricted to students admitted to the Co-operative Education Program in Physics. Prerequisite: PHYS_V 298.This course is not eligible for Credit/D/Fail grading.
PHYS_V 301,Electricity and Magnetism,"Maxwell's equations and their applications, electrical fields and potentials of static charge distributions, current, fields of moving charges, magnetic fields, electromagnetic induction. [3-0-1] Prerequisite: One of PHYS 102, PHYS 108, PHYS 118, PHYS 153, PHYS 158, SCIE 001 and one of MATH 217, MATH 227, MATH 317 and one of MATH 215, MATH 255."
PHYS_V 304,Introduction to Quantum Mechanics,"Principles and applications of quantum mechanics, wave mechanics, the Schroedinger equation, expectation values, Hermitian operators, commuting observables, one-dimensional systems, harmonic oscillators, angular momentum, three-dimensional systems. [3-0-0] Prerequisite: One of PHYS 200, PHYS 250. Corequisite: One of MATH 257, MATH 316, PHYS 312."
PHYS_V 305,Introduction to Biophysics,"Physical principles involved in biological systems at the microscopic and molecular scales. Diffusion, low Reynolds number dynamics, the physicist's view of biomolecular structure, models of molecular motors and membranes. [3-0-0] Prerequisite: One of PHYS 102, PHYS 108, PHYS 118, PHYS 153, PHYS 158, SCIE 001 and either (a) PHYS 203 or (b) one of ENPH 257, CHEM 201, CHEM 205 and one of MATH 302, MATH 318, STAT 241, STAT 251, STAT 302."
PHYS_V 306,Advanced Mechanics,"Variational calculus, Lagrangian dynamics, rigid body motion including free and forced precession, Hamiltonian mechanics, Poisson brackets, canonical coordinates, Hamilton-Jacobi theory, action angle variables. Introduction to dynamical chaos: determinism, Lyapunov exponents. [3-0-1] Prerequisite: One of PHYS 216, ENPH 270 and one of MATH 215, MATH 255, MATH 256, MATH 258."
PHYS_V 309,Electrical Laboratory,"Selected experiments in electromagnetism and electronics; computer data acquisition; advanced data analysis and simulation. [1-4-0] Prerequisite: One of PHYS 209, PHYS 229, ENPH 259."
PHYS_V 310,Machine Learning for Physics and Astronomy Data Analysis,"Fundamental principles and applications of data-centric research techniques in Physics and Astronomy. Topics include algorithms for data structuring, dimensionality reduction, linear regression and classification, artificial neural nets, convolutional neural nets, unsupervised learning. [1-4-0] Prerequisite: One of MATH 152, MATH 221, MATH 223 and one of MATH 200, MATH 217, MATH 226, MATH 253, MATH 254 and one of BIOL 300, STAT 200, STAT 203, STAT 241, STAT 251, MATH 318 and one of PHYS 210, CPSC 103, CPSC 110, APSC 160, EOSC 211 and one of PHYS 108, PHYS 118, PHYS 158, SCIE 001."
PHYS_V 312,Introduction to Mathematical Physics,"The application of ordinary and partial differential equations to physical problems; boundary and initial value problems associated with heat, wave and Laplace equations. Fourier analysis; expansions in Bessel and Legendre functions. Credit will be granted for only one of PHYS 312 and MATH 316. [3-0-0] Prerequisite: [MATH215]"
PHYS_V 314,Fluids,"Kinetic theory: Diffusion, viscosity and sound waves. Introduction to hydrodynamics: Laminar flow, capillary and gravity waves, convection and turbulence. Dimensional analysis. [3-0-0] Prerequisite: MATH 215. Corequisite: PHYS 203."
PHYS_V 315,Quantum Physics of Materials,"Crystal structure, elasticity and phonons, elementary electronic transport, defects, alloys, liquid crystals and polymers. [3-0-0] Prerequisite: One of PHYS 203, ENPH 257, CHEM 201, CHEM 205, CHEM 304 and one of PHYS 200, PHYS 250, CHEM 312. Corequisite: [MATH215]"
PHYS_V 318,Experimental Acoustics,"Experimental techniques of acoustics: data acquisition hardware and software, microphones, loudspeakers, noise, vibration and modal analysis. [2-3-0] Prerequisite: One of ENPH 259, PHYS 209, PHYS 229."
PHYS_V 319,Electronics Laboratory,"A project-oriented lab introducing the design and construction of microprocessor-controlled devices. [1-4-0] Prerequisite: One of PHYS 209, PHYS 219, ENPH 259."
PHYS_V 330,Modern Physics,"Quantum physics, nuclear energy and particle physics at a level suitable for third- and fourth-year Science students not proceeding to a physics degree. Not for credit towards a B.Sc. in Astronomy, Biophysics or Physics. [3-0-0] Prerequisite: Either (a) one of MATH 100, MATH 102, MATH 104, MATH 110, MATH 180, MATH 184 and one of PHYS 101, PHYS 106, PHYS 107, PHYS 117, PHYS 131, PHYS 153, PHYS 157; or (b) SCIE 001."
PHYS_V 333,Energy and Climate,"The fundamental physics behind global issues of energy use and climate change. [3-0-0] Prerequisite: Either (a) one of MATH 101, MATH 103, MATH 105, MATH 121 and one of PHYS 101, PHYS 102, PHYS 106, PHYS 107, PHYS 108, PHYS 117, PHYS 118, PHYS 131, PHYS 153, PHYS 157, PHYS 158; or (b) SCIE 001."
PHYS_V 340,Revolutions in Understanding the Universe,"Ancient Greek ideas of substance and forms and modern concepts of forces and fields. The twentieth-century quantum revolution. The modern universe, from quarks and atoms to the big bang. Quantum paradoxes. Not for credit in the faculties of Science and Applied Science. No mathematics beyond Grade 10 required. [3-0-0]"
PHYS_V 341,Physics of Music,"An introduction to the physical principles important to the production, transmission and perception of musical sounds. The treatment will be non-mathematical; with emphasis on demonstrations. Topics may include the description of sound waves, resonances, scales, physics of hearing, examination of specific musical instruments, etc. Not for credit in the Faculties of Science and Applied Science. [3-0-0]"
PHYS_V 343,Physical Science by Inquiry,"A guided sequence of hands-on science modules intended primarily for prospective elementary schoolteachers, to help them to work constructively in a science teaching role. Not for credit in the Faculties of Science and Applied Science. [0-6-0] Prerequisite: Secondary school algebra."
PHYS_V 348,Frontiers in Physics and Astronomy,Current research topics in physics and astronomy are investigated and explored. Technical communication and research skills are studied and developed via oral presentations and written scientific reports on these current research topics. [3-0-0] Prerequisite: Third-year standing in a physics honours program or fourth-year standing in a physics or astronomy major program.
PHYS_V 349,Directed Research Project in Physics,"A research project, undertaken under the direction of a faculty member, culminating in a written report. This course requires approval of the course instructor and program advisor in the Department of Physics and Astronomy. [1*-6-0]"
PHYS_V 350,Applications of Classical Mechanics,"Review of principles. Particle mechanics: Euler's equations, tops and gyroscopes, motion of the Earth, Lagrangian and Hamiltonian methods. Variational principles in optics and mechanics, Liouville's theorem and statistical mechanics. The relationship between classical and quantum mechanics. [3-0-0]"
PHYS_V 354,Electric and Magnetic Fields,"Applications of electricity and magnetism. Maxwell's equations. [3-0-1] Prerequisite: One of PHYS 102, PHYS 108, PHYS 153, SCIE 001 and one of MATH 215, MATH 255 and one of MATH 217, MATH 227, MATH 317."
PHYS_V 399,Co-operative Work Placement III,Approved and supervised technical work experience in an industrial research setting for a minimum of 3.5 months. Normally taken during the summer following the third year. Technical report required. Restricted to students admitted to the Co-operative Education Program in Physics. Prerequisite: PHYS_V 299.This course is not eligible for Credit/D/Fail grading.
PHYS_V 400,Introduction to Elementary Particles,"Standard model, classification of elementary particles and forces of nature, symmetries, conservation laws, quark model, quantum electrodynamics, quantum chromodynamics, and the theory of weak interactions. [3-0-0] Prerequisite: One of PHYS 304, PHYS 450."
PHYS_V 401,Electromagnetic Theory,"Applications of Maxwell's theory. Wave propagation in dielectrics, conductors and plasmas, wave guides, radiation, antennae, and special relativity. [3-0-0] Prerequisite: One of PHYS 301, PHYS 354."
PHYS_V 402,Applications of Quantum Mechanics,"Spin and angular momentum addition, perturbation methods, and applications in the fields of Atomic, Molecular, Nuclear, and Solid State Physics. [3-0-0] Prerequisite: One of PHYS 304, PHYS 450."
PHYS_V 403,Statistical Mechanics,"Principles and applications of statistical mechanics. Ideal gases, degenerate Fermi gases, Bose-Einstein condensation, black body radiation, fluctuations and phase transitions. [3-0-0] Prerequisite: One of PHYS 203, ENPH 257, PHYS 257, CHEM 201, CHEM 304 and one of PHYS 304, PHYS 450, CHEM 312. One of MATH 302, MATH 318, STAT 241, STAT 251, STAT 302 is recommended."
PHYS_V 404,Introduction to Medical Physics,"Radiotherapy, X-ray imaging, nuclear medicine, magnetic resonance imaging and biomedical optics. [3-0-0] Prerequisite: Third year standing in Science or Applied Science is required. MATH 200 (or MATH 217 or MATH 226) is recommended."
PHYS_V 405,Radiation Biophysics,"Physical and chemical interactions of ionizing radiations and their biological effects at the cellular, tissue and whole-animal levels. [3-0-0] Prerequisite: One of PHYS 102, PHYS 108, PHYS 118, PHYS 153, PHYS 158, SCIE 001. and third year standing in Science or Applied Science."
PHYS_V 407,Introduction to General Relativity,"Physical consequences of Einstein's equations, including the principle of equivalence, curved space-time, geodesics, the Schwarzschild solution, deflection of light, black holes, and gravitational radiation. [3-0-0] Prerequisite: One of MATH 217, MATH 227, MATH 317 and one of MATH 215, MATH 255. PHYS 301 and one of PHYS 206, PHYS 306 are recommended."
PHYS_V 408,Optics,"Principles and applications of optical physics. Interference, diffraction, coherence, polarization, Fresnel relations, optical coatings, waves in dielectric media, Gaussian beams, waveguides, optical cavities, lasers, fibre optics, and Fourier optics. [3-3-0] Prerequisite: One of PHYS 301, PHYS 354 and one of MATH 215, MATH 255."
PHYS_V 409,Experimental Physics,"A laboratory course with a wide choice of experiments for fourth year Honours and Major students. Topics include solid state, nuclear, classical, quantum, electromagnetic and low temperature physics. For six credits, two weekly laboratory periods and completion of a project in second term are required. [0-3-0] Prerequisite: One of PHYS_V 309, PHYS_V 319."
PHYS_V 410,Computational Physics,"Scientific programming applied to problems in physics. Fundamentals of numerical analysis for continuum problems. Solution of linear and non-linear algebraic systems, ordinary differential equations and stochastic problems. [3-0-1] Prerequisite: One of PHYS 312, MATH 257, MATH 316 and one of PHYS 210, EOSC 211, CPSC 110, CPSC 103, APSC 160."
PHYS_V 412,Quantum Physics,"Fundamentals of atomic, nuclear, particle, and condensed matter physics. [3-0-0] Prerequisite: MATH 215 and one of CHEM 312, PHYS 200."
PHYS_V 420,Physics Demonstrations,"The students will prepare, under the supervision of a faculty member, a demonstration or series of demonstrations intended to illustrate physical principles to diverse audiences. Intended for third- or fourth-year Physics Majors and Math/Science Education students."
PHYS_V 437,Physics of Biocellular Structure and Machinery,"Molecular structure and architecture of biological cells, interactions of molecules in aqueous solution and at interfaces, physical properties of polymers and surfactants, mechanisms of cell membranes and cytoplasmic structures, thermodynamics of molecular machines and mechanical enzymes. Credit can not be given for both PHYS_V 437 and 537. [3-0-0] Prerequisite: One of PHYS_V 313, PHYS_V 403, PHYS_V 455, CHEM_V 304."
PHYS_V 438,Zoological Physics,"Animal systems viewed from a physicist's perspective. Topics include sensory systems, energy budgets, locomotion, internal flows, physical advantages of grouping. [3-0-0] Prerequisite: One of PHYS 101, PHYS 106, PHYS 107, PHYS 117, PHYS 131, PHYS 157, SCIE 001. BIOL 325 is recommended. Equivalency: BIOL438"
